ph,hardness,tds,chlorine,sulfate,conductivity,organic_carbon,trihalomethanes,turbidity,potability
7.46,393.72,210.39,4.04,270.18,1486.9,7.92,101.39,2.45,0
6.28,294.53,382.91,4.14,177.33,324.08,6.03,17.76,1.24,0
6.91,407.98,278.3,0.19,289.99,2605.94,7.28,101.55,1.88,0
6.08,81.01,273.55,0.6,153.67,2378.2,8.81,32.02,0.98,0
5.22,204.03,216.95,1.48,344.13,2756.37,8.9,54.1,3.23,0
7.23,370.11,407.0,2.84,276.5,2042.65,11.89,90.29,0.64,0
6.65,323.37,384.15,0.17,358.73,1248.76,8.96,48.06,1.29,0
8.33,355.61,392.41,8.48,233.95,2480.36,15.05,109.37,2.7,0
7.43,548.81,360.58,4.49,75.6,1924.93,5.21,132.78,3.93,0
9.5,71.46,162.17,4.37,568.51,1129.31,11.23,116.63,4.1,0
8.12,130.24,414.43,1.07,178.82,1957.95,9.27,100.14,4.59,0
7.94,258.01,105.52,2.92,270.34,2260.83,10.95,70.09,2.54,0
7.34,161.64,115.28,1.99,194.4,2168.7,0.93,56.4,1.76,0
7.85,420.32,215.16,4.04,179.0,1510.53,5.72,7.79,2.07,0
6.44,721.91,156.44,3.3,203.89,881.41,5.27,41.32,3.07,0
6.61,355.19,248.63,0.51,194.95,1428.9,11.32,14.81,7.25,0
7.89,17.4,169.56,0.67,69.14,668.97,10.74,96.88,5.23,0
,85.17,137.97,3.56,81.11,1653.42,8.02,195.51,3.26,0
8.84,345.61,66.74,2.44,80.46,2651.75,5.33,217.19,2.25,0
7.44,335.17,222.67,1.51,,2230.74,17.01,5.93,3.88,0
6.21,359.11,878.83,1.88,301.82,2411.87,9.59,74.58,4.82,0
9.31,407.46,396.62,0.56,114.94,1868.33,6.04,38.18,5.49,0
6.09,44.88,940.18,4.09,145.63,171.0,8.45,59.64,1.7,0
8.12,117.29,272.61,2.56,102.76,1007.44,5.94,11.03,1.32,1
6.39,378.62,329.89,4.39,130.48,2223.26,10.04,55.54,2.83,0
6.38,323.21,216.1,3.2,364.77,1157.64,10.86,101.87,3.82,0
6.34,586.96,213.65,0.64,382.43,1899.86,17.3,54.37,1.91,0
5.08,397.34,335.91,3.65,322.52,706.21,5.69,66.15,5.47,0
7.74,353.75,483.66,2.72,103.26,1184.49,5.5,33.73,0.28,0
7.66,237.59,249.76,3.49,71.85,1215.64,7.99,69.94,3.98,1
6.06,111.64,928.78,0.58,151.15,486.17,11.59,44.81,5.23,0
6.89,376.84,145.34,0.82,353.72,,9.19,96.88,1.5,0
8.0,331.66,310.85,3.31,215.89,132.87,10.76,9.54,0.9,0
8.35,779.18,334.23,2.9,385.18,1790.57,7.95,125.05,3.32,0
6.87,637.54,176.03,0.53,266.68,1717.68,11.98,87.55,4.13,0
8.06,49.8,441.93,1.57,381.75,1812.55,1.77,65.95,1.18,0
5.24,501.97,222.48,4.32,102.76,219.76,4.08,83.09,5.48,0
7.21,1042.08,,1.38,246.28,,9.96,46.59,3.0,0
,892.07,453.69,1.05,356.37,1800.7,8.76,89.81,7.8,0
8.17,93.98,321.95,7.58,73.8,1914.88,9.74,23.11,4.32,0
6.92,55.75,224.73,4.37,68.97,1094.57,11.66,31.9,0.99,0
7.36,152.31,216.91,2.21,51.15,20.47,4.76,63.1,5.26,0
8.09,60.62,175.76,2.63,338.16,254.31,5.24,5.5,2.82,1
8.24,358.62,214.07,2.71,159.75,1123.19,11.34,178.37,1.95,0
5.1,214.68,299.04,6.63,147.58,1961.96,4.58,120.17,1.19,0
7.38,298.68,109.28,2.4,346.6,1680.26,7.61,180.49,2.86,0
6.83,248.99,358.96,3.77,309.22,2703.1,7.53,30.77,0.59,0
7.84,845.92,146.8,1.82,287.03,,5.93,79.97,4.22,0
7.39,963.3,650.07,3.02,56.59,1915.41,11.34,42.85,4.9,0
8.77,424.25,218.21,1.31,107.45,1552.21,6.13,121.21,0.96,0
6.71,430.76,82.84,4.13,345.62,2708.86,4.73,21.12,2.24,0
7.59,244.16,88.16,0.63,52.37,1886.13,7.33,10.41,0.01,0
7.73,151.08,680.23,1.88,380.91,1598.14,0.96,90.94,1.87,0
7.46,128.71,137.71,0.34,313.12,448.67,6.41,47.87,4.73,1
7.9,396.85,63.82,4.1,259.15,11.4,10.74,75.56,4.95,0
7.87,189.93,,2.24,239.42,255.85,9.56,129.24,1.69,0
6.96,172.94,183.86,3.07,391.5,1016.19,11.93,13.84,1.9,0
5.0,136.93,1067.73,0.15,369.98,1148.12,8.24,225.57,3.45,0
6.51,77.58,146.65,1.09,339.81,2285.69,8.48,30.2,4.5,0
7.28,370.57,1015.25,4.16,132.5,817.71,14.62,72.09,3.0,0
8.22,130.73,292.35,0.13,271.65,2318.13,11.57,11.38,4.96,0
7.48,421.82,344.94,3.44,208.62,2375.11,5.57,47.99,4.38,0
6.87,11.53,394.83,1.86,146.38,1644.83,6.41,96.69,1.24,0
7.08,361.99,282.84,8.83,19.58,248.09,10.95,85.82,5.16,0
,317.76,417.11,0.7,126.66,2069.18,0.88,220.12,1.25,0
6.18,242.21,252.46,4.24,185.78,2359.79,0.71,59.82,4.92,0
8.37,276.5,99.45,0.97,54.63,1998.51,10.32,78.52,3.25,0
8.03,207.34,390.54,0.93,86.68,639.73,8.16,7.22,1.09,0
6.55,195.73,153.1,1.64,57.12,2020.99,6.73,17.32,2.45,0
8.04,910.3,286.68,0.32,358.99,2693.37,3.8,228.7,10.26,0
7.88,757.29,177.88,0.28,108.38,438.54,6.68,102.3,0.51,0
8.07,231.01,397.33,2.93,36.89,1918.66,11.44,75.9,0.1,0
8.08,251.33,404.57,0.83,336.95,277.04,0.62,27.28,4.21,0
6.18,961.44,214.88,0.84,579.8,1864.19,11.96,95.33,2.08,0
9.15,371.86,383.99,1.42,122.46,1700.82,10.49,78.4,2.28,0
7.22,151.36,343.12,1.11,279.51,372.81,4.97,116.14,8.24,0
8.38,400.02,126.98,2.15,243.38,2283.03,6.87,24.1,2.93,0
6.22,240.11,125.85,0.77,250.23,1198.66,8.28,7.3,2.33,1
7.73,396.09,226.34,1.94,337.71,442.5,5.7,203.1,0.23,0
6.07,149.84,122.07,0.06,185.96,507.02,3.39,28.17,2.21,1
6.18,64.68,243.16,0.19,147.59,735.58,3.59,48.33,1.69,1
7.23,431.86,259.39,0.58,247.63,1926.59,4.22,13.06,1.76,0
7.66,435.58,158.91,4.22,143.17,1116.49,11.4,107.95,3.27,0
7.95,374.99,240.79,3.23,226.69,887.86,10.32,9.63,10.52,0
8.4,187.94,138.26,2.97,369.7,115.78,5.43,128.37,2.47,0
6.46,324.8,668.53,0.47,326.81,1455.81,7.84,28.25,5.21,0
7.32,523.32,734.06,1.4,386.91,493.29,9.55,9.47,2.92,0
5.41,327.29,212.71,0.32,205.98,2532.93,17.02,92.85,1.25,0
8.06,389.65,690.57,1.86,214.31,1896.27,6.36,7.97,5.3,0
8.45,267.45,868.2,3.64,380.56,761.98,9.65,5.08,4.59,0
6.25,391.89,398.72,0.64,205.06,1262.14,17.1,168.54,5.08,0
6.01,257.78,65.35,1.79,134.87,1004.02,5.26,45.63,3.6,1
7.13,299.83,325.2,3.09,117.0,457.64,8.19,99.36,0.47,1
7.68,330.24,694.91,0.28,209.37,1015.02,4.84,65.13,0.45,0
6.6,355.22,,3.81,159.38,1935.13,7.51,60.5,0.2,0
7.53,307.21,191.33,3.69,203.83,775.22,6.33,124.04,4.17,0
5.8,231.74,661.45,4.3,101.46,1082.68,9.93,48.94,1.25,0
7.59,268.64,96.32,2.48,154.07,36261.18,8.21,77.35,4.84,0
8.12,158.27,156.92,2.72,288.96,1952.65,3.04,124.15,3.83,0
8.25,382.79,966.43,0.16,132.65,33.98,11.38,17.93,2.9,0
7.05,446.29,95.92,3.58,222.01,1394.62,7.24,90.61,2.08,0
7.9,355.96,217.86,1.7,342.84,1647.38,2.93,119.91,2.75,0
7.01,248.34,304.69,3.99,224.93,1985.85,11.35,78.55,3.2,0
6.96,52.59,138.93,8.04,305.2,2272.64,8.41,23.11,3.65,0
8.59,372.59,142.22,1.56,391.83,674.46,10.89,68.97,0.27,0
6.68,269.7,160.66,0.51,61.15,946.05,6.16,28.03,3.17,1
7.85,227.26,145.15,3.6,675.38,465.48,9.27,68.88,5.29,0
7.17,198.15,86.53,3.3,79.46,798.53,4.75,8.02,5.17,0
6.96,190.93,71.18,2.59,93.34,1435.83,5.11,156.27,1.75,0
7.85,862.77,144.99,4.38,181.7,682.27,5.12,100.15,4.34,0
8.26,597.57,361.36,1.39,130.17,1725.22,3.14,95.02,3.31,0
7.2,40.79,299.61,3.93,222.56,1472.52,2.06,17.27,0.72,0
7.82,189.51,187.77,3.0,4.51,980.99,0.54,25.71,0.07,0
7.38,410.13,248.28,2.01,253.22,2226.14,9.26,19.51,3.97,0
,179.12,166.26,4.37,744.33,371.8,10.74,119.49,4.06,0
7.76,222.53,93.01,2.13,130.18,136.42,4.47,13.09,5.22,0
7.64,122.18,430.71,2.4,307.69,63.75,10.35,125.25,0.31,0
6.75,73.22,345.38,3.36,229.76,1845.51,2.61,66.26,1.96,0
7.41,55.56,,3.82,117.96,1068.61,1.5,74.58,2.72,0
9.65,401.93,263.28,4.49,376.66,1997.37,10.26,64.53,1.98,0
,331.26,132.38,2.08,307.07,250.39,4.85,65.34,1.54,1
6.49,150.58,138.52,1.16,39.05,,7.82,22.18,1.87,1
8.28,243.73,728.33,2.54,519.75,5129.82,10.45,75.88,9.37,0
8.68,332.27,221.93,0.85,219.52,860.72,9.61,122.3,1.02,0
8.24,299.02,203.59,1.69,97.57,580.43,11.13,61.22,2.77,0
6.9,566.6,696.67,3.55,189.07,1585.64,11.89,79.66,0.11,0
8.35,357.83,102.62,0.72,193.7,1520.46,11.32,10.82,2.26,0
6.38,370.73,303.7,3.93,61.01,2501.09,6.35,34.13,2.94,0
7.24,518.07,375.07,3.1,72.19,2198.19,11.77,0.98,0.67,0
5.12,239.22,170.49,0.71,377.74,1404.54,3.23,1.6,2.84,0
8.26,235.68,69.12,2.36,59.65,1602.55,6.09,136.86,3.57,0
5.72,95.44,351.77,0.69,262.96,1127.91,9.91,122.91,1.39,0
5.68,453.11,240.29,0.12,636.04,2459.11,9.12,69.5,3.25,0
8.32,382.29,184.43,1.89,205.03,2559.4,13.84,45.12,0.44,0
6.05,304.82,297.13,4.05,455.81,347.67,8.31,75.36,4.16,0
,849.08,397.28,2.86,310.22,1828.28,10.82,115.08,0.13,0
6.49,5.06,337.48,1.36,119.09,1290.05,10.31,8.31,0.42,0
7.27,208.19,344.09,1.13,151.41,1996.28,6.23,49.46,1.94,0
7.21,223.23,373.55,0.28,135.57,1277.95,10.49,108.61,2.14,0
8.3,53.07,236.88,3.39,172.9,1944.06,2.59,47.03,4.23,0
8.49,350.89,664.72,3.86,396.74,108.88,10.13,70.98,11.4,0
7.62,359.68,557.63,4.29,223.66,284.12,10.4,79.15,1.42,0
6.21,225.29,92.23,0.51,249.46,463.78,6.55,16.62,1.82,1
6.37,373.8,134.81,2.81,327.34,1406.9,9.62,93.28,3.43,1
7.36,172.06,405.29,3.47,23.17,2246.22,8.62,9.35,1.65,0
6.47,384.36,630.32,0.33,99.81,1054.2,7.86,50.56,0.12,0
8.39,149.44,277.13,2.06,85.95,1903.82,12.22,14.09,3.41,0
7.92,272.96,240.72,4.06,222.02,1667.77,5.72,94.46,0.73,0
6.4,196.86,364.84,0.99,149.61,1912.98,7.77,149.28,3.19,0
7.44,369.97,,2.74,71.82,1247.99,11.77,225.83,1.46,0
7.92,58.37,,4.14,256.64,121.16,7.98,7.34,5.15,0
6.51,590.84,351.85,1.16,175.76,2706.6,7.92,55.55,4.16,0
7.79,463.6,1072.64,2.54,81.38,2799.3,1.04,64.33,5.36,0
8.07,400.12,95.98,0.61,245.33,191.33,8.06,42.79,2.32,0
7.88,237.26,280.97,3.76,163.39,243.21,5.71,90.6,1.81,1
8.03,35.9,176.59,2.35,370.39,2656.46,4.05,127.63,2.88,0
6.63,408.73,365.81,0.75,160.55,962.42,1.84,106.68,0.98,0
7.56,402.33,386.67,3.15,461.5,922.4,6.68,55.61,1.32,0
7.35,97.08,120.51,1.75,293.48,1264.28,2.11,44.28,2.03,1
6.18,438.2,292.0,2.43,457.99,1671.0,10.49,147.67,4.69,0
7.44,102.56,214.07,1.97,23.65,16.81,6.25,119.47,0.11,0
9.14,242.3,170.72,2.71,103.67,1933.59,4.03,36.19,1.15,0
5.27,109.76,180.19,3.68,202.82,2124.85,9.21,102.64,2.71,0
9.94,918.33,826.81,3.97,472.26,1027.13,8.53,0.88,1.76,0
8.64,285.12,,3.45,389.84,1630.3,5.3,121.7,3.28,0
7.9,47.83,255.72,1.69,763.87,,7.8,3.06,8.25,0
8.02,253.08,936.88,3.4,66.55,2291.57,8.7,135.19,2.29,0
8.17,82.1,96.02,2.75,104.67,1369.64,16.88,170.29,1.06,0
7.09,82.39,204.34,1.27,108.9,,5.73,61.81,1.16,1
8.73,355.83,315.54,0.76,423.73,1391.35,10.62,75.72,2.91,0
8.25,440.88,166.54,4.24,51.92,2086.94,1.9,88.15,3.81,0
7.15,774.98,85.63,4.43,209.71,1025.16,0.11,76.91,1.57,0
7.54,45.85,69.84,2.95,208.64,1012.85,5.49,121.67,3.53,0
7.24,159.21,294.5,0.29,380.12,601.67,8.57,15.65,1.63,0
7.92,100.54,298.82,3.43,123.57,2157.77,7.18,124.55,3.66,0
7.77,370.55,395.39,2.54,346.54,,5.83,12.77,3.24,0
7.23,403.67,227.36,1.91,343.93,1164.36,9.01,93.94,1.16,0
6.84,363.98,304.9,0.4,231.52,463.09,9.64,118.41,1.81,0
7.02,925.89,201.48,4.19,484.91,618.18,4.46,122.61,2.89,0
7.56,59.16,,2.16,177.89,1301.54,6.22,111.36,4.64,0
6.65,125.08,212.23,1.45,393.82,2491.73,10.4,53.63,0.8,0
7.13,94.16,307.13,2.94,150.01,2018.9,3.91,23.25,3.97,0
9.04,137.97,391.86,1.78,192.75,355.25,1.11,9.34,3.72,0
6.3,449.66,128.41,3.33,80.19,628.44,11.61,128.55,3.8,0
8.17,195.02,339.98,2.68,110.24,29.54,4.29,12.37,2.11,0
6.06,215.65,182.68,2.93,660.7,469.32,8.49,77.6,3.23,0
7.29,349.16,238.45,3.13,160.46,712.25,15.82,4.88,1.24,0
6.02,307.92,170.33,4.05,595.66,923.82,8.1,27.1,1.17,0
6.09,282.07,138.98,4.41,687.31,705.95,0.26,31.82,1.35,0
6.66,49.64,263.39,0.76,356.36,2181.8,5.8,47.62,2.44,0
6.11,221.55,0.92,3.67,70.59,943.79,5.6,86.58,9.24,0
6.03,169.42,348.18,2.33,78.24,1444.96,8.29,27.85,1.35,1
8.72,366.7,251.55,1.34,280.06,1484.18,6.95,24.75,0.28,0
8.28,254.23,388.62,3.52,201.15,2215.32,6.42,4.78,0.26,0
7.13,283.42,352.75,3.93,393.98,2340.29,7.42,54.21,7.1,0
7.32,39.31,387.12,1.82,96.09,2779.15,6.56,74.57,1.52,0
6.55,62.75,91.44,4.2,212.88,458.97,9.52,216.45,4.7,0
7.55,370.63,239.53,7.62,656.91,1336.48,6.03,127.72,1.59,0
6.72,425.16,327.01,4.25,167.08,,8.36,32.17,1.18,0
,360.5,372.3,1.43,94.88,1729.79,8.1,20.73,2.59,0
,126.71,,4.05,326.11,136.26,8.05,119.6,1.44,0
6.7,69.11,835.95,0.11,81.74,438.87,11.2,97.09,4.72,0
7.06,511.38,346.97,1.13,319.57,2621.88,0.23,63.68,2.57,0
7.03,248.32,616.3,1.86,371.56,494.22,11.58,215.41,0.04,0
6.63,448.42,413.3,3.58,249.22,1793.57,9.48,108.52,12.89,0
6.83,395.75,249.8,3.05,236.71,2235.3,11.95,111.59,2.67,0
7.37,430.19,540.67,1.36,140.77,1805.31,4.88,75.77,4.67,0
5.14,146.06,181.33,1.19,174.85,2223.04,4.0,2.75,1.07,0
6.33,639.39,326.12,3.42,169.56,1321.46,7.43,117.17,3.34,0
6.45,104.62,261.24,2.52,460.82,303.22,0.57,74.21,3.59,0
6.21,282.82,349.14,1.93,371.6,641.89,10.6,75.38,1.45,0
7.82,276.94,514.77,7.57,223.12,1196.51,10.43,23.14,5.04,0
8.0,402.35,272.28,2.0,393.87,2267.23,1.55,124.57,3.06,0
6.79,222.3,150.66,0.5,389.3,2565.88,0.2,69.09,2.81,0
7.36,311.24,375.09,2.69,205.4,98.99,9.52,216.36,1.87,0
5.52,207.92,221.46,1.63,387.61,360.71,11.07,99.61,3.01,0
7.32,263.36,297.29,1.25,157.12,410.43,0.16,75.33,3.74,1
6.28,89.19,373.49,3.17,244.47,1077.51,8.55,39.51,3.32,0
6.91,102.74,335.66,2.08,,38.55,9.09,77.71,3.41,1
6.74,335.65,711.28,1.85,341.42,26.4,7.61,119.66,1.65,0
8.35,172.77,878.3,0.77,753.92,1708.4,7.35,96.79,4.23,0
8.13,257.75,207.9,2.19,152.76,317.72,11.36,118.22,1.6,0
6.51,568.4,249.78,3.99,158.19,2617.85,9.2,15.33,0.69,0
7.08,254.5,171.85,3.1,202.51,2758.75,11.85,93.87,5.04,0
8.6,246.07,350.75,4.31,332.36,2031.84,6.86,48.84,3.26,0
5.42,96.38,357.08,4.05,92.5,1526.42,4.32,93.81,2.94,0
6.23,95.95,547.99,1.86,115.09,,0.57,84.24,1.04,0
7.35,268.68,164.31,4.04,383.01,1720.07,6.47,175.78,1.35,0
7.22,76.84,273.1,1.84,213.24,2680.61,8.99,218.04,2.68,0
8.18,343.21,796.93,1.64,337.63,2169.25,11.73,103.79,4.16,0
7.03,336.2,182.54,3.67,352.82,934.71,11.3,31.93,2.48,0
8.0,370.24,379.52,1.88,58.99,648.16,1.68,98.44,0.91,0
5.67,46.0,178.55,2.46,757.63,1295.3,10.57,8.13,4.94,0
6.49,357.07,217.94,5.89,331.36,969.25,4.47,121.92,5.48,0
7.96,433.92,,2.51,318.02,603.4,6.78,95.33,4.67,0
7.78,217.41,247.96,1.05,74.15,2168.99,8.07,69.27,3.25,0
7.39,523.45,316.17,1.39,216.07,2176.18,4.53,179.97,5.34,0
6.19,292.2,128.25,1.91,680.75,1705.19,10.79,114.35,3.77,0
,172.02,343.74,0.38,76.74,2193.91,7.37,23.77,1.36,0
8.46,939.59,233.88,1.93,266.95,2477.81,2.17,15.12,2.36,0
6.96,402.05,223.3,1.56,60.43,2103.8,2.95,2.53,3.4,0
8.24,80.0,370.08,0.79,137.96,2232.18,5.31,47.19,0.98,0
7.94,127.96,364.7,0.55,343.54,914.29,7.13,12.22,5.15,0
6.99,514.71,383.25,4.05,218.19,1693.33,9.85,38.37,1.09,0
6.64,47.14,502.79,3.69,258.55,2640.87,12.45,228.54,1.54,0
5.36,252.76,736.31,1.88,152.74,1164.02,10.31,110.2,1.76,0
6.26,144.03,115.61,0.23,242.82,1464.31,5.55,186.15,3.49,0
7.08,140.67,572.79,1.31,195.75,,10.33,46.94,3.74,0
7.17,216.04,992.91,4.27,324.3,39239.31,16.18,77.5,4.65,0
6.91,442.28,157.06,0.46,310.5,2061.97,4.24,196.67,3.37,0
6.01,733.18,173.41,0.65,358.74,2248.71,9.24,16.38,3.85,0
6.64,295.18,,0.8,391.81,1238.5,7.3,92.1,4.27,0
7.15,183.45,737.87,2.32,395.51,616.27,3.04,99.04,4.27,0
6.57,718.71,175.43,0.84,315.92,288.59,5.92,32.77,3.07,0
7.54,301.6,160.75,3.08,748.28,556.01,7.34,18.94,12.43,0
6.52,7.04,300.67,2.13,515.48,833.59,9.97,4.34,4.19,0
5.83,158.82,379.59,2.9,110.6,1966.56,10.6,6.37,1.26,0
5.18,381.17,399.94,0.71,350.54,1772.54,10.09,6.59,4.45,0
9.89,192.73,1060.96,3.17,115.85,1076.13,9.72,71.01,4.51,0
,744.19,215.47,2.86,,1646.97,8.19,43.49,5.41,0
7.44,677.61,498.16,0.79,144.34,1320.84,11.14,43.64,13.13,0
6.78,304.71,827.24,2.96,206.24,43.13,3.57,164.51,0.07,0
8.3,186.37,281.13,4.15,282.55,2138.49,5.96,11.1,2.25,0
7.61,280.76,382.57,1.63,461.71,2449.49,10.32,36.71,5.3,0
6.46,195.5,,1.47,393.35,32381.08,7.61,45.22,1.86,0
7.94,374.5,208.09,4.48,131.11,1228.6,4.21,119.85,0.93,0
8.05,9.9,94.06,3.91,469.29,613.3,17.63,118.06,0.64,0
8.04,206.99,377.0,0.54,252.04,780.68,11.34,84.33,4.5,0
6.18,53.16,312.19,0.05,39.02,2232.87,11.63,29.78,4.89,0
7.14,346.07,157.73,7.68,269.69,1335.42,10.88,90.28,1.49,0
5.03,154.43,147.56,1.25,66.88,2410.4,10.81,45.16,1.48,0
8.14,125.1,307.53,2.03,115.48,2057.51,4.97,92.14,7.47,0
5.66,422.56,206.5,3.9,553.12,2785.83,6.18,91.42,5.25,0
7.93,130.98,,3.59,159.17,2154.67,6.68,127.7,1.01,0
5.61,33.38,344.51,3.81,309.25,2018.1,3.59,126.18,2.2,0
8.36,373.69,681.87,3.47,31.15,2400.74,5.53,167.69,1.63,0
5.77,247.46,978.93,1.11,368.62,1035.65,5.79,224.88,2.03,0
6.27,138.32,457.07,4.46,364.81,1189.13,10.08,15.25,3.56,0
,279.91,421.65,2.71,309.39,758.95,10.77,63.41,4.7,0
5.62,156.17,338.44,1.23,209.07,743.64,9.24,1.31,1.18,0
7.77,260.12,541.13,1.62,239.61,662.83,9.36,1.83,0.71,0
7.59,227.06,265.46,2.73,383.99,489.69,9.72,95.81,2.29,0
6.19,164.77,274.37,3.96,316.25,1343.94,16.54,104.84,1.24,0
7.03,438.39,220.46,1.48,292.28,1328.47,4.56,79.94,1.53,0
5.35,307.22,274.75,3.87,154.01,2792.56,8.27,17.07,4.04,0
7.02,291.59,239.43,3.12,273.12,34757.38,6.82,101.53,5.23,0
7.47,362.97,86.23,1.81,310.16,1904.06,2.92,111.96,1.03,0
6.66,353.72,776.35,2.71,99.21,2713.21,0.79,12.15,9.27,0
7.82,75.71,144.53,2.64,53.3,2230.66,9.78,92.96,1.13,0
8.39,318.99,909.62,2.97,204.8,1544.91,9.88,112.87,4.73,0
8.2,427.15,327.37,5.86,180.23,428.52,3.59,72.2,4.84,0
7.23,357.7,286.85,4.45,186.14,302.28,11.35,73.3,1.21,0
6.67,231.61,682.55,8.62,365.93,1571.52,5.41,76.51,9.89,0
9.15,873.58,419.02,3.71,51.66,,9.85,137.23,3.74,0
5.43,239.93,103.27,0.48,248.69,734.16,1.69,1.98,1.45,0
6.14,388.51,256.26,3.88,324.46,2383.23,5.4,92.59,3.88,0
6.52,434.53,113.47,2.39,50.21,1626.67,6.38,117.11,2.88,0
8.15,40.16,358.42,3.68,191.81,2446.03,7.59,112.67,0.89,0
7.78,296.85,281.14,4.08,337.01,2712.7,6.8,2.32,5.15,0
8.27,103.32,242.32,1.45,163.64,2662.83,6.81,81.69,4.55,0
5.64,401.99,100.24,0.39,207.12,802.86,7.29,124.11,1.16,0
6.57,160.71,398.26,3.3,170.76,669.07,9.83,41.95,5.24,0
8.47,212.26,309.43,4.52,364.11,1256.95,11.78,183.98,2.86,0
6.6,316.03,748.08,2.98,383.07,1921.37,6.95,124.77,1.07,0
,390.29,161.38,0.17,383.0,2134.02,7.45,138.24,3.93,0
6.39,171.25,390.35,1.36,288.02,1497.02,4.9,115.09,4.16,0
6.37,182.33,134.73,2.38,173.92,399.17,14.83,73.34,1.76,0
8.13,341.87,241.77,3.08,410.12,2026.75,11.58,101.74,4.14,0
9.36,48.49,655.22,3.7,396.87,1830.12,4.37,42.0,4.5,0
7.91,73.73,145.92,4.46,221.04,2022.78,9.26,121.67,5.37,0
6.96,381.93,149.28,3.8,84.25,320.77,6.79,114.98,1.27,0
6.34,414.44,127.08,1.25,179.38,1379.52,7.52,99.67,4.39,0
6.04,442.55,383.72,1.01,166.25,1204.38,4.43,79.24,1.15,0
8.47,187.51,889.07,0.01,52.7,2403.08,0.6,92.94,2.39,0
6.08,56.86,102.03,0.4,72.74,2086.14,7.29,102.7,4.27,0
8.42,174.44,388.92,8.29,295.49,1432.09,6.67,13.26,1.85,0
7.11,934.91,327.47,0.19,89.3,2033.83,6.47,68.4,1.05,0
6.28,419.41,286.52,0.98,97.92,1383.23,1.93,22.9,1.2,0
8.23,495.7,281.05,1.17,252.91,595.2,10.87,23.68,4.92,0
,56.93,480.97,2.25,265.73,2396.67,10.24,107.74,4.19,0
7.63,342.08,121.78,1.43,352.45,1544.78,13.75,27.24,3.62,0
6.71,920.63,207.14,3.67,396.56,1457.31,3.21,127.32,1.61,0
9.24,160.22,371.01,1.82,384.44,720.77,10.85,66.04,3.9,0
8.19,92.92,1032.46,3.21,57.91,1610.26,9.53,59.66,0.22,0
8.12,55.45,369.71,0.09,103.42,2373.02,5.54,4.69,1.59,0
6.21,130.5,104.01,0.46,243.54,2304.35,0.84,197.35,1.95,0
6.21,164.53,62.57,0.59,93.0,2099.6,9.07,85.32,4.26,0
6.49,199.4,306.31,3.28,213.37,1692.02,7.27,3.12,1.71,1
7.93,685.28,261.7,3.38,168.0,2243.24,7.42,127.82,7.58,0
7.38,206.39,319.12,3.05,283.74,15.74,17.14,45.42,3.68,0
6.18,246.55,65.67,4.01,201.78,2730.91,11.63,88.53,4.98,0
7.58,68.36,683.31,0.81,160.84,1566.8,5.39,100.7,2.12,0
6.32,180.65,398.81,1.89,58.43,753.29,9.1,73.82,2.77,0
7.44,172.26,279.11,7.07,352.47,665.27,13.44,113.33,0.16,0
7.43,251.88,72.7,2.15,304.02,2317.87,5.28,93.96,6.7,0
7.95,231.03,289.64,0.92,105.89,2243.09,11.34,107.09,1.19,0
8.02,226.25,507.61,1.0,347.73,1353.72,3.21,84.6,1.14,0
6.4,440.22,292.63,4.27,267.3,1184.61,7.08,0.37,2.98,0
7.95,361.19,571.82,0.05,142.46,1434.62,9.61,60.08,3.25,0
7.83,67.52,35.2,2.52,338.38,1285.49,8.39,24.58,5.11,0
7.28,256.26,693.2,3.44,390.49,1355.28,5.26,121.02,2.93,0
6.76,63.57,304.37,1.73,647.36,2085.0,7.34,53.71,4.74,0
6.07,427.47,210.0,1.64,300.71,1614.11,4.97,104.14,4.27,0
6.87,76.61,625.98,0.88,371.74,2723.92,5.9,32.06,2.59,0
7.5,65.77,214.85,1.26,282.78,1013.4,9.61,54.08,4.58,1
7.5,118.29,317.24,4.0,75.55,26665.55,1.57,40.83,1.89,0
8.06,284.38,77.07,1.6,367.84,689.61,10.92,55.52,2.0,0
5.69,80.46,565.22,2.42,427.37,1593.64,3.06,106.45,5.89,0
7.81,66.15,794.63,3.62,299.3,224.79,8.8,206.94,3.08,0
6.6,1059.73,172.14,4.3,123.61,2567.67,4.5,8.43,2.38,0
5.82,43.68,163.03,1.83,171.38,1929.33,3.06,125.79,1.16,0
7.75,57.39,284.88,0.27,162.93,2478.38,5.29,15.05,5.17,0
,433.64,314.36,5.4,700.93,2199.28,7.62,66.13,1.83,0
6.91,435.08,60.49,1.94,,1804.66,5.65,158.94,4.58,0
6.86,65.3,888.5,2.35,96.53,,9.69,169.15,0.1,0
7.38,57.75,264.28,3.47,211.4,1661.84,10.55,107.41,4.82,0
7.5,302.64,354.5,0.64,61.57,928.49,3.47,96.25,4.13,0
5.11,62.76,216.67,3.01,121.53,178.04,5.06,118.38,1.21,0
6.75,368.91,216.57,3.91,113.96,2718.85,1.51,20.18,1.3,0
5.49,105.45,156.88,3.46,138.08,,5.6,160.91,4.38,0
7.69,227.8,,5.3,189.19,2016.7,2.02,1.02,8.71,0
7.2,991.51,299.76,2.01,116.67,2734.44,4.48,48.03,4.88,0
7.53,912.75,74.11,4.3,123.37,507.35,5.8,80.42,1.49,0
7.56,46.52,126.18,0.39,172.76,1350.19,8.33,55.91,0.92,0
